combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult
SAWYER-WI-2018-9,5,10,11,0,37,21,0,79,13,0,8,50,8,50
SCHOOLCRAFT-MI-2018-1,3,4,9,0,7,13,0,22,12,0,4,16,4,16
SCHOOLCRAFT-MI-2018-10,5,5,9,0,8,6,0,17,8,0,5,9,5,9
SCHOOLCRAFT-MI-2018-11,4,10,3,0,16,12,0,24,13,0,2,21,2,21
SCHOOLCRAFT-MI-2018-12,2,4,7,0,6,9,0,10,7,0,7,4,7,4
SCHOOLCRAFT-MI-2018-2,5,5,5,0,11,14,0,16,6,0,7,18,7,18
SCHOOLCRAFT-MI-2018-3,2,8,3,0,14,3,0,10,10,0,1,16,1,16
SCHOOLCRAFT-MI-2018-4,8,11,6,0,13,15,0,18,11,0,11,17,11,17
SCHOOLCRAFT-MI-2018-5,6,6,7,0,14,12,0,27,4,0,7,18,7,18
SCHOOLCRAFT-MI-2018-6,0,2,5,0,30,13,0,30,15,0,2,37,2,37
SCHOOLCRAFT-MI-2018-7,5,4,10,0,10,12,0,15,11,0,4,15,4,15
SCHOOLCRAFT-MI-2018-8,2,2,6,0,11,7,0,15,7,0,3,15,3,15
SCHOOLCRAFT-MI-2018-9,2,5,10,0,13,11,0,23,10,0,4,20,4,20
SCIOTO-OH-2018-1,23,29,19,0,122,122,6,166,49,13,11,239,11,239
SCIOTO-OH-2018-10,24,47,21,0,170,174,15,227,77,16,14,343,14,343
SCIOTO-OH-2018-11,24,47,27,0,156,138,6,181,82,14,12,288,12,288
SCIOTO-OH-2018-12,30,27,21,0,130,143,14,185,71,12,11,274,11,274
SCIOTO-OH-2018-2,18,53,14,0,93,118,2,125,70,14,25,188,25,188
SCIOTO-OH-2018-3,22,61,26,0,120,124,6,153,91,21,21,229,21,229
SCIOTO-OH-2018-4,30,57,37,0,127,162,3,236,110,18,21,270,21,270
SCIOTO-OH-2018-5,43,76,42,0,157,177,6,220,105,18,16,324,16,324
SCIOTO-OH-2018-6,27,54,18,0,141,138,5,167,64,21,17,267,17,267
SCIOTO-OH-2018-7,41,63,35,0,161,174,13,239,105,14,26,322,26,322
SCIOTO-OH-2018-8,29,48,31,0,164,146,9,217,105,16,20,299,20,299
SCIOTO-OH-2018-9,23,57,31,0,190,151,3,223,78,25,21,322,21,322
SCOTT-AR-2018-1,5,7,15,0,31,8,0,49,12,0,3,36,3,36
SCOTT-AR-2018-10,9,16,16,0,34,27,0,52,24,0,2,59,2,59
SCOTT-AR-2018-11,3,3,8,0,11,8,0,23,14,0,2,17,2,17
SCOTT-AR-2018-12,1,1,7,0,26,11,0,52,21,1,0,36,0,36
SCOTT-AR-2018-2,5,5,9,0,18,8,0,31,8,0,4,22,4,22
SCOTT-AR-2018-3,1,2,3,0,27,19,0,65,18,1,1,45,1,45
SCOTT-AR-2018-4,7,7,18,0,20,15,0,32,22,3,6,29,6,29
SCOTT-AR-2018-5,12,16,24,0,31,17,0,48,11,10,11,36,11,36
SCOTT-AR-2018-6,9,10,7,0,26,16,0,31,11,0,4,38,4,38
SCOTT-AR-2018-7,7,19,13,0,37,33,2,49,26,1,3,67,3,67
SCOTT-AR-2018-8,6,7,21,0,20,38,0,38,29,1,6,52,6,52
SCOTT-AR-2018-9,1,2,7,0,13,10,0,24,7,0,0,23,0,23
SCOTT-IA-2018-1,130,100,178,4,579,553,0,764,281,0,45,1087,45,1087
SCOTT-IA-2018-10,9,7,7,0,91,76,0,93,85,0,7,160,7,160
SCOTT-IA-2018-11,1,1,1,0,6,9,0,10,7,0,1,14,1,14
SCOTT-IA-2018-12,11,11,13,0,21,38,0,22,16,0,13,46,13,46
SCOTT-IA-2018-2,77,56,131,0,468,415,0,643,307,17,31,852,31,852
SCOTT-IA-2018-3,161,103,272,1,535,601,0,752,382,3,120,1015,120,1015
SCOTT-IA-2018-4,123,76,206,3,447,514,0,688,358,0,97,864,97,864
SCOTT-IA-2018-5,171,147,262,2,553,648,0,774,461,6,67,1129,67,1129
SCOTT-IA-2018-6,168,149,244,0,530,624,0,753,387,0,77,1074,77,1074
SCOTT-IA-2018-7,119,77,166,1,594,582,0,905,338,0,64,1112,64,1112
SCOTT-IA-2018-8,122,90,163,7,595,614,0,815,343,0,58,1150,58,1150
SCOTT-IA-2018-9,146,123,228,0,620,567,2,838,378,0,84,1105,84,1105
SCOTT-IN-2018-1,2,2,1,0,0,2,0,5,1,0,2,0,2,0
SCOTT-IN-2018-10,2,2,3,0,2,1,0,11,4,0,2,1,2,1
SCOTT-IN-2018-11,4,6,4,0,7,1,0,7,2,0,3,3,3,3
SCOTT-IN-2018-12,0,0,0,0,14,0,0,27,4,0,0,2,0,2
SCOTT-IN-2018-2,4,5,4,0,3,3,0,7,1,0,3,3,3,3
SCOTT-IN-2018-3,1,1,1,0,3,2,0,25,9,0,0,5,0,5
SCOTT-IN-2018-4,0,0,0,0,5,9,0,21,12,0,0,14,0,14
SCOTT-IN-2018-5,12,12,12,0,12,1,0,18,9,0,10,3,10,3
SCOTT-IN-2018-6,0,1,0,0,1,1,0,22,17,0,0,2,0,2
SCOTT-IN-2018-7,3,1,3,0,2,3,0,14,4,0,1,4,1,4
SCOTT-IN-2018-8,1,1,1,0,3,1,0,16,10,0,0,3,0,3
SCOTT-IN-2018-9,0,0,0,0,0,1,0,2,1,0,0,1,0,1
SCOTT-KS-2018-1,2,4,3,0,2,6,0,33,7,0,3,5,3,5
SCOTT-KS-2018-10,0,0,0,0,5,2,0,6,2,0,0,7,0,7
SCOTT-KS-2018-11,5,5,4,0,7,8,3,34,4,0,2,10,2,10
SCOTT-KS-2018-12,1,5,3,0,7,3,0,20,4,0,0,9,0,9
SCOTT-KS-2018-2,7,7,7,0,2,3,8,20,17,0,1,3,1,3
SCOTT-KS-2018-3,4,6,7,0,10,2,2,19,8,0,2,8,2,8
SCOTT-KS-2018-4,0,0,0,0,2,0,0,1,0,0,0,2,0,2
SCOTT-KS-2018-5,3,2,2,0,2,4,0,8,3,0,1,5,1,5
SCOTT-KS-2018-6,0,1,0,0,2,3,0,17,13,0,0,5,0,5
SCOTT-KS-2018-7,1,0,0,0,2,1,0,5,5,0,0,3,0,3
SCOTT-KS-2018-8,0,3,0,0,2,2,0,9,2,0,0,4,0,4
SCOTT-KS-2018-9,4,4,9,0,3,7,0,9,1,0,1,9,1,9
SCOTT-KY-2018-1,30,31,46,0,118,117,2,209,92,2,5,222,5,222
SCOTT-KY-2018-10,17,26,26,0,148,140,5,225,89,5,15,245,15,245
SCOTT-KY-2018-11,26,59,29,0,99,125,6,155,90,1,26,200,26,200
SCOTT-KY-2018-12,35,79,33,0,148,109,12,268,70,0,28,226,28,226
SCOTT-KY-2018-2,23,54,27,0,88,118,2,139,79,0,23,169,23,169
SCOTT-KY-2018-3,15,30,16,0,122,103,1,206,93,0,12,201,12,201
SCOTT-KY-2018-4,27,37,22,3,105,95,0,159,89,0,22,170,22,170
SCOTT-KY-2018-5,9,24,12,0,113,99,0,142,53,9,3,197,3,197
SCOTT-KY-2018-6,18,19,10,0,105,96,16,194,97,5,4,175,4,175
SCOTT-KY-2018-7,85,111,99,0,206,100,0,263,116,1,11,276,11,276
SCOTT-KY-2018-8,34,35,38,0,122,116,2,182,126,2,11,217,11,217
SCOTT-KY-2018-9,16,28,18,1,94,92,0,154,76,0,21,158,21,158
SCOTT-TN-2018-1,2,2,4,0,15,24,0,39,28,20,0,39,0,39
SCOTT-TN-2018-10,4,3,3,0,15,12,0,37,22,14,4,23,4,23
SCOTT-TN-2018-11,11,11,11,0,19,15,0,43,19,8,1,33,1,33
SCOTT-TN-2018-12,6,9,5,0,25,14,0,73,16,11,1,38,1,38
SCOTT-TN-2018-2,5,4,7,0,23,26,0,74,22,14,0,49,0,49
SCOTT-TN-2018-3,13,12,12,0,30,20,1,82,27,24,2,49,2,49
SCOTT-TN-2018-4,11,10,13,0,28,30,0,89,34,17,3,55,3,55
SCOTT-TN-2018-5,28,26,31,0,54,27,0,97,52,14,9,72,9,72
SCOTT-TN-2018-6,7,9,7,0,34,25,6,68,23,28,2,57,2,57
SCOTT-TN-2018-7,11,12,13,0,31,16,2,46,19,22,1,48,1,48
SCOTT-TN-2018-8,6,5,8,0,22,27,0,60,35,18,1,48,1,48
SCOTT-TN-2018-9,11,7,7,0,15,22,0,47,21,15,0,37,0,37
SCOTT-VA-2018-1,15,12,12,0,28,22,0,53,23,1,2,44,2,44
SCOTT-VA-2018-10,10,6,8,0,33,40,0,58,56,1,2,64,2,64
SCOTT-VA-2018-11,10,7,5,0,24,26,1,40,29,0,2,43,2,43
SCOTT-VA-2018-12,6,5,7,0,25,22,0,36,28,0,0,42,0,42
SCOTT-VA-2018-2,4,4,3,0,35,17,0,47,20,0,0,38,0,38
SCOTT-VA-2018-3,6,2,6,0,31,10,0,66,44,4,2,36,2,36
SCOTT-VA-2018-4,3,3,9,0,32,16,0,77,15,0,1,42,1,42
SCOTT-VA-2018-5,7,8,11,0,28,28,0,72,38,0,2,49,2,49
SCOTT-VA-2018-6,7,7,5,0,17,25,0,44,18,0,5,35,5,35
SCOTT-VA-2018-7,9,6,5,0,23,28,1,60,29,2,4,44,4,44
SCOTT-VA-2018-8,9,4,8,0,12,25,0,60,30,0,1,31,1,31
SCOTT-VA-2018-9,14,12,9,0,30,39,1,76,28,0,11,51,11,51
SCOTTS BLUFF-NB-2018-1,21,9,34,0,75,55,2,180,101,0,14,116,14,116
SCOTTS BLUFF-NB-2018-10,18,4,30,0,57,36,12,89,37,2,6,92,6,92
SCOTTS BLUFF-NB-2018-11,16,16,30,0,66,77,35,147,63,24,31,126,31,126
SCOTTS BLUFF-NB-2018-12,20,23,38,0,63,67,31,122,53,3,8,135,8,135
SCOTTS BLUFF-NB-2018-2,22,15,27,0,69,69,0,152,86,0,8,123,8,123
SCOTTS BLUFF-NB-2018-3,26,15,38,0,94,89,1,222,120,0,10,172,10,172
SCOTTS BLUFF-NB-2018-4,34,38,38,0,98,125,0,211,109,0,27,190,27,190
SCOTTS BLUFF-NB-2018-5,31,19,40,0,68,99,0,174,98,0,14,148,14,148
SCOTTS BLUFF-NB-2018-6,22,17,26,0,55,60,2,135,70,0,2,112,2,112
SCOTTS BLUFF-NB-2018-7,26,16,55,0,83,83,0,153,94,0,5,159,5,159
SCOTTS BLUFF-NB-2018-8,26,23,42,0,63,57,1,127,54,0,4,110,4,110
SCOTTS BLUFF-NB-2018-9,17,7,40,0,63,59,1,127,90,0,12,109,12,109
SEARCY-AR-2018-1,2,4,3,0,7,7,0,12,2,2,2,12,2,12
SEARCY-AR-2018-10,3,3,6,0,2,5,0,8,1,0,2,5,2,5
SEARCY-AR-2018-11,1,2,1,0,3,2,0,0,2,0,0,5,0,5
SEARCY-AR-2018-12,0,0,2,0,6,2,0,8,3,0,0,8,0,8
SEARCY-AR-2018-2,6,6,7,0,5,7,0,11,4,0,5,7,5,7
SEARCY-AR-2018-3,1,2,1,0,3,2,0,4,2,0,0,5,0,5
SEARCY-AR-2018-4,2,2,3,0,5,5,0,12,1,0,0,10,0,10
SEARCY-AR-2018-5,0,0,0,0,8,1,0,23,0,0,0,9,0,9
SEARCY-AR-2018-6,1,1,2,0,3,2,0,2,5,0,0,5,0,5
SEARCY-AR-2018-7,1,1,2,0,2,0,0,3,0,0,0,2,0,2
SEARCY-AR-2018-8,5,5,5,0,11,3,0,17,2,0,0,13,0,13
SEARCY-AR-2018-9,2,2,3,0,4,1,0,4,3,0,0,5,0,5
SEBASTIAN-AR-2018-1,111,162,155,5,390,385,13,693,387,199,38,743,38,743
SEBASTIAN-AR-2018-10,105,171,152,0,404,432,14,678,361,272,71,773,71,773
SEBASTIAN-AR-2018-11,88,161,142,0,375,472,9,633,303,312,55,794,55,794
SEBASTIAN-AR-2018-12,103,168,123,0,388,398,23,714,372,257,44,747,44,747
SEBASTIAN-AR-2018-2,98,137,112,0,268,336,10,566,294,172,33,581,33,581
SEBASTIAN-AR-2018-3,127,224,189,0,328,428,11,647,324,178,39,714,39,714
SEBASTIAN-AR-2018-4,127,218,174,0,422,402,7,753,342,238,53,774,53,774
SEBASTIAN-AR-2018-5,126,205,221,0,556,566,10,854,428,354,72,1056,72,1056
SEBASTIAN-AR-2018-6,129,230,189,0,445,478,10,765,404,291,31,895,31,895
SEBASTIAN-AR-2018-7,113,214,154,0,468,480,12,788,366,301,56,900,56,900
SEBASTIAN-AR-2018-8,132,225,170,0,400,506,11,761,387,299,76,840,76,840
SEBASTIAN-AR-2018-9,167,239,184,0,424,515,4,725,340,268,69,866,69,866
SEDGWICK-CO-2018-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEDGWICK-CO-2018-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEDGWICK-CO-2018-12,0,1,0,0,1,0,0,1,0,0,0,1,0,1
SEDGWICK-CO-2018-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEDGWICK-CO-2018-3,1,0,0,0,1,0,0,0,1,0,0,1,0,1
SEDGWICK-CO-2018-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEDGWICK-CO-2018-6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SEDGWICK-CO-2018-7,0,0,0,0,2,2,0,4,0,0,0,4,0,4
SEDGWICK-CO-2018-9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SEDGWICK-KS-2018-1,776,872,998,6,2578,2587,5,3775,1692,185,360,4735,360,4735
SEDGWICK-KS-2018-10,787,1014,1063,4,2523,2656,12,3629,1659,198,412,4647,412,4647
SEDGWICK-KS-2018-11,790,985,923,7,2377,2571,10,3419,1716,206,408,4459,408,4459
SEDGWICK-KS-2018-12,678,846,899,0,2293,2691,7,3177,1659,184,378,4508,378,4508
SEDGWICK-KS-2018-2,858,1055,1034,22,2292,2468,16,3467,1490,176,501,4156,501,4156
SEDGWICK-KS-2018-3,814,1020,1028,2,2751,2928,102,4460,1612,171,428,5002,428,5002
SEDGWICK-KS-2018-4,911,1133,1197,0,2649,2974,30,4047,1717,145,530,4954,530,4954
SEDGWICK-KS-2018-5,990,1150,1199,3,2836,2981,15,4074,2041,227,510,5156,510,5156
SEDGWICK-KS-2018-6,1012,1230,1282,2,2986,2898,81,4040,2076,238,501,5280,501,5280
SEDGWICK-KS-2018-7,1048,1201,1302,4,2733,3073,42,4025,1851,251,464,5212,464,5212
SEDGWICK-KS-2018-8,972,1131,1203,1,2741,2973,22,3990,2009,195,484,5106,484,5106
SEDGWICK-KS-2018-9,808,1028,1114,7,2665,2674,3,3698,1688,237,477,4687,477,4687
SEMINOLE-OK-2018-1,22,31,24,0,53,56,11,68,31,1,16,104,16,104
SEMINOLE-OK-2018-10,11,23,18,0,52,62,22,73,47,18,4,131,4,131
SEMINOLE-OK-2018-11,23,28,20,0,78,54,9,79,40,21,9,130,9,130
SEMINOLE-OK-2018-12,15,16,16,0,36,44,6,68,33,12,4,82,4,82
SEMINOLE-OK-2018-2,3,4,4,0,27,26,5,44,26,1,4,54,4,54
SEMINOLE-OK-2018-3,10,15,12,0,48,31,12,83,20,0,3,88,3,88
SEMINOLE-OK-2018-4,12,15,17,0,37,28,13,41,25,3,7,71,7,71
SEMINOLE-OK-2018-5,11,10,12,0,41,31,8,46,13,1,1,79,1,79
SEMINOLE-OK-2018-6,4,12,6,0,39,39,9,51,17,2,2,85,2,85
SEMINOLE-OK-2018-7,14,16,14,0,30,44,13,50,19,1,10,77,10,77
SEMINOLE-OK-2018-8,15,13,13,0,32,35,6,41,26,7,3,69,3,69
SEMINOLE-OK-2018-9,12,18,12,0,50,33,12,44,24,15,4,91,4,91
SEQUATCHIE-TN-2018-1,6,10,6,0,21,24,0,35,14,11,3,42,3,42
SEQUATCHIE-TN-2018-10,13,16,13,0,36,27,0,33,22,7,2,58,2,58
SEQUATCHIE-TN-2018-11,11,3,9,0,28,34,0,43,16,10,0,62,0,62
SEQUATCHIE-TN-2018-12,9,8,10,0,24,25,0,31,26,6,5,44,5,44
SEQUATCHIE-TN-2018-2,14,15,14,0,23,29,0,50,38,6,4,44,4,44
SEQUATCHIE-TN-2018-3,8,7,8,0,15,25,1,57,28,11,3,34,3,34
SEQUATCHIE-TN-2018-4,13,12,9,0,30,32,0,53,27,16,4,56,4,56
SEQUATCHIE-TN-2018-5,9,8,9,0,38,26,2,53,24,18,3,59,3,59
SEQUATCHIE-TN-2018-6,7,7,4,0,31,24,2,56,14,14,2,53,2,53
SEQUATCHIE-TN-2018-7,9,5,8,0,27,25,1,43,19,13,1,50,1,50
SEQUATCHIE-TN-2018-8,24,16,19,0,46,26,0,70,43,26,1,71,1,71
SEQUATCHIE-TN-2018-9,16,17,13,0,28,32,1,53,25,13,4,54,4,54
SEQUOYAH-OK-2018-1,35,36,33,0,65,97,4,203,79,7,14,151,14,151
SEQUOYAH-OK-2018-10,29,42,27,0,82,91,25,195,81,33,14,183,14,183
SEQUOYAH-OK-2018-11,15,38,20,0,50,86,6,189,71,15,13,128,13,128
SEQUOYAH-OK-2018-12,13,28,23,0,61,53,7,147,65,22,17,104,17,104
SEQUOYAH-OK-2018-2,16,23,17,0,61,69,5,178,110,8,13,121,13,121
SEQUOYAH-OK-2018-3,19,29,24,0,73,87,9,240,92,16,9,160,9,160
SEQUOYAH-OK-2018-4,33,45,54,0,102,71,15,185,61,13,18,170,18,170
SEQUOYAH-OK-2018-5,34,44,41,0,83,102,19,218,109,19,24,178,24,178
SEQUOYAH-OK-2018-6,31,36,43,0,60,100,9,182,75,13,9,159,9,159
SEQUOYAH-OK-2018-7,36,44,49,0,90,108,12,246,97,11,18,192,18,192
SEQUOYAH-OK-2018-8,33,52,31,0,70,99,13,174,90,15,21,160,21,160
SEQUOYAH-OK-2018-9,35,45,37,0,76,83,6,186,88,20,22,143,22,143
SEVIER-AR-2018-1,4,8,8,0,12,24,2,34,22,13,3,32,3,32
SEVIER-AR-2018-10,3,6,8,0,23,15,2,26,19,13,1,37,1,37
SEVIER-AR-2018-11,3,6,3,0,14,21,0,25,11,12,1,32,1,32
SEVIER-AR-2018-12,6,9,7,0,18,21,1,39,17,12,1,38,1,38
SEVIER-AR-2018-2,4,8,6,0,18,32,5,27,12,13,1,47,1,47
SEVIER-AR-2018-3,5,15,10,0,12,18,4,28,18,7,3,23,3,23
SEVIER-AR-2018-4,6,18,5,0,32,25,0,45,17,6,11,40,11,40
SEVIER-AR-2018-5,7,15,10,0,35,23,3,52,12,15,1,53,1,53
SEVIER-AR-2018-6,3,3,3,0,13,17,1,26,12,5,4,25,4,25
SEVIER-AR-2018-7,4,9,3,0,23,17,1,19,8,16,1,38,1,38
SEVIER-AR-2018-8,5,9,9,0,22,15,6,31,25,9,0,33,0,33
SEVIER-AR-2018-9,5,13,6,0,26,26,3,31,17,13,1,48,1,48
SEVIER-TN-2018-1,83,139,66,0,282,239,0,428,197,137,41,479,41,479
SEVIER-TN-2018-10,75,88,67,0,276,220,4,436,238,179,16,484,16,484
SEVIER-TN-2018-11,80,83,74,0,199,189,7,367,196,115,18,377,18,377
SEVIER-TN-2018-12,95,109,103,0,242,210,0,524,398,118,45,403,45,403
SEVIER-TN-2018-2,52,125,57,0,218,224,2,491,208,137,29,415,29,415
SEVIER-TN-2018-3,70,157,80,0,260,287,1,452,249,178,67,470,67,470
SEVIER-TN-2018-4,67,93,81,0,266,232,5,435,230,179,30,473,30,473
SEVIER-TN-2018-5,93,122,105,0,307,278,0,487,259,194,27,558,27,558
SEVIER-TN-2018-6,106,100,115,0,293,287,0,494,301,191,36,544,36,544
SEVIER-TN-2018-7,88,100,88,0,294,259,4,444,213,164,38,519,38,519
SEVIER-TN-2018-8,97,122,95,0,276,245,4,472,267,155,29,494,29,494
SEVIER-TN-2018-9,100,117,96,2,286,241,6,440,183,149,38,492,38,492
SEWARD-KS-2018-1,12,16,17,0,44,43,0,81,35,7,17,61,17,61
SEWARD-KS-2018-10,9,22,11,0,45,28,0,56,8,2,16,57,16,57
SEWARD-KS-2018-11,4,6,6,0,11,8,0,27,8,1,2,17,2,17
SEWARD-KS-2018-12,18,22,14,0,22,26,0,38,26,1,7,41,7,41
SEWARD-KS-2018-2,28,40,33,12,91,57,0,134,28,2,43,105,43,105
SEWARD-KS-2018-3,7,9,18,0,50,40,3,78,50,8,6,83,6,83
SEWARD-KS-2018-4,9,15,25,0,51,46,1,96,14,15,16,81,16,81
SEWARD-KS-2018-5,24,29,27,0,57,56,0,105,53,5,11,98,11,98
SEWARD-KS-2018-6,19,17,16,0,33,51,2,92,23,13,3,83,3,83
SEWARD-KS-2018-7,15,16,12,0,55,54,1,82,54,8,3,99,3,99
SEWARD-KS-2018-8,8,9,9,0,48,49,0,84,36,0,11,86,11,86
SEWARD-KS-2018-9,8,7,12,0,51,38,0,73,34,3,5,84,5,84
SEWARD-NB-2018-1,9,8,9,1,18,17,0,49,5,0,5,28,5,28
SEWARD-NB-2018-10,4,6,7,0,17,14,0,29,15,0,1,29,1,29
SEWARD-NB-2018-11,2,1,1,0,12,2,0,14,6,0,1,13,1,13
SEWARD-NB-2018-12,2,1,3,0,14,12,0,15,20,0,1,25,1,25
SEWARD-NB-2018-2,2,2,3,0,10,15,0,45,12,0,1,22,1,22
SEWARD-NB-2018-3,4,3,7,0,7,6,0,22,5,0,2,11,2,11
SEWARD-NB-2018-4,5,5,4,0,22,27,0,100,8,0,2,47,2,47
SEWARD-NB-2018-5,2,2,2,0,19,12,0,36,5,0,1,25,1,25
SEWARD-NB-2018-6,5,4,3,0,4,6,0,18,6,0,2,8,2,8
SEWARD-NB-2018-7,1,1,6,0,13,9,0,17,10,0,0,22,0,22
SEWARD-NB-2018-8,4,1,7,0,43,25,0,79,11,0,1,67,1,67
SEWARD-NB-2018-9,1,3,7,0,20,10,0,24,30,0,3,27,3,27
SHARP-AR-2018-1,0,1,1,0,4,0,0,4,4,1,1,3,1,3
SHARP-AR-2018-10,2,2,2,0,3,1,0,4,2,2,1,3,1,3
SHARP-AR-2018-11,0,0,2,0,3,1,0,5,4,2,0,4,0,4
SHARP-AR-2018-12,1,1,3,0,5,3,1,6,1,3,0,6,0,6
SHARP-AR-2018-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHARP-AR-2018-3,0,0,0,0,1,0,0,2,4,0,0,1,0,1
SHARP-AR-2018-4,1,3,1,0,2,1,0,4,3,0,0,3,0,3
SHARP-AR-2018-5,2,2,0,0,0,2,0,2,0,2,0,2,0,2
SHARP-AR-2018-6,0,2,2,0,3,2,0,4,5,2,0,5,0,5
SHARP-AR-2018-7,0,0,0,0,1,1,0,1,0,2,0,2,0,2
SHARP-AR-2018-8,2,2,3,0,2,4,0,4,2,1,1,5,1,5
SHARP-AR-2018-9,0,0,5,0,2,6,0,5,4,2,0,8,0,8
SHAWNEE-KS-2018-1,11,10,14,0,80,55,1,92,41,92,3,130,3,130
SHAWNEE-KS-2018-10,27,26,37,0,134,104,4,126,31,145,11,205,11,205
SHAWNEE-KS-2018-11,19,22,28,0,110,77,0,82,19,171,18,169,18,169
SHAWNEE-KS-2018-12,16,16,22,0,153,93,3,78,44,188,5,243,5,243
SHAWNEE-KS-2018-2,25,24,18,0,70,61,1,77,25,71,7,120,7,120
SHAWNEE-KS-2018-3,16,18,25,0,138,101,0,127,31,144,13,226,13,226
SHAWNEE-KS-2018-4,20,21,24,0,91,88,0,99,33,133,16,162,16,162
SHAWNEE-KS-2018-5,24,19,22,0,83,69,0,94,36,97,10,136,10,136
SHAWNEE-KS-2018-6,24,21,24,0,128,77,0,70,41,148,7,197,7,197
SHAWNEE-KS-2018-7,11,11,8,0,96,64,2,59,16,130,3,153,3,153
SHAWNEE-KS-2018-8,28,24,25,0,102,74,0,79,24,111,6,170,6,170
SHAWNEE-KS-2018-9,10,16,19,0,144,60,2,73,21,156,9,195,9,195
SHEBOYGAN-WI-2018-1,47,46,81,0,65,100,0,163,77,0,52,113,52,113
SHEBOYGAN-WI-2018-10,45,45,101,0,108,134,0,204,100,0,68,172,68,172
SHEBOYGAN-WI-2018-11,33,29,88,0,88,124,0,194,110,0,62,149,62,149
SHEBOYGAN-WI-2018-12,51,46,114,0,87,139,0,130,140,0,60,163,60,163
SHEBOYGAN-WI-2018-2,35,32,88,0,90,94,0,193,97,0,58,121,58,121
SHEBOYGAN-WI-2018-3,22,16,39,0,58,77,0,173,82,0,13,122,13,122
SHEBOYGAN-WI-2018-4,21,18,67,0,87,112,0,168,79,0,48,151,48,151
SHEBOYGAN-WI-2018-5,28,26,58,0,106,108,0,177,74,0,31,182,31,182
SHEBOYGAN-WI-2018-6,38,26,56,0,100,111,0,183,71,0,41,169,41,169
SHEBOYGAN-WI-2018-7,23,17,67,0,79,102,0,112,96,0,39,142,39,142
SHEBOYGAN-WI-2018-8,56,47,72,0,101,93,0,178,67,0,27,167,27,167
SHEBOYGAN-WI-2018-9,33,35,80,0,84,102,0,169,86,0,47,139,47,139
SHELBY-AL-2018-1,33,27,14,0,79,105,1,150,79,7,9,172,9,172
SHELBY-AL-2018-10,23,25,22,0,108,141,6,118,64,182,13,236,13,236
SHELBY-AL-2018-11,14,28,16,0,104,93,0,103,63,144,10,184,10,184
SHELBY-AL-2018-12,24,33,20,0,87,121,0,99,64,136,13,194,13,194
SHELBY-AL-2018-2,33,21,5,0,65,86,0,131,36,6,7,141,7,141
SHELBY-AL-2018-3,2,3,0,0,7,3,0,3,1,6,1,9,1,9
SHELBY-AL-2018-4,3,6,2,0,25,23,0,19,8,27,3,45,3,45
SHELBY-AL-2018-5,38,27,13,0,120,101,0,127,40,106,7,213,7,213
SHELBY-AL-2018-6,25,20,10,0,101,103,0,92,40,116,5,199,5,199
SHELBY-AL-2018-7,4,3,3,0,20,28,1,25,14,46,3,46,3,46
SHELBY-AL-2018-8,30,22,6,0,88,119,0,89,38,134,8,199,8,199
SHELBY-AL-2018-9,5,1,0,0,19,18,0,27,10,26,0,36,0,36
SHELBY-IA-2018-1,2,1,1,0,2,3,0,8,3,0,0,5,0,5
SHELBY-IA-2018-10,4,1,2,0,15,4,0,22,11,0,0,19,0,19
SHELBY-IA-2018-11,0,0,1,0,5,1,0,8,1,0,0,6,0,6
SHELBY-IA-2018-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SHELBY-IA-2018-3,2,2,3,0,12,4,0,13,17,0,0,16,0,16
SHELBY-IA-2018-4,2,1,0,0,5,2,0,7,3,0,0,7,0,7
SHELBY-IA-2018-5,0,0,2,0,4,4,0,12,4,0,0,8,0,8
SHELBY-IA-2018-6,2,1,1,0,0,2,0,8,2,0,0,2,0,2
SHELBY-IA-2018-7,2,1,0,0,2,4,0,15,10,0,0,6,0,6
SHELBY-IA-2018-8,1,0,0,0,3,2,0,11,3,0,1,4,1,4
SHELBY-IA-2018-9,0,0,0,0,0,1,0,1,0,0,0,1,0,1
SHELBY-IN-2018-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SHELBY-IN-2018-10,1,1,1,0,0,1,0,1,1,0,1,0,1,0
SHELBY-IN-2018-11,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SHELBY-IN-2018-12,1,1,1,0,0,1,0,5,0,0,1,0,1,0
SHELBY-IN-2018-3,0,0,0,0,1,0,0,2,0,0,0,0,0,0
SHELBY-IN-2018-4,6,6,6,0,2,5,0,6,3,0,4,3,4,3
SHELBY-IN-2018-5,1,1,1,0,0,1,0,4,0,0,0,1,0,1
SHELBY-IN-2018-6,0,0,0,0,0,1,0,1,1,0,0,1,0,1
SHELBY-IN-2018-8,1,1,1,0,12,7,0,1,19,0,0,18,0,18
